Test Sponsor,System Name,Paralled,Base Threads,Base Results,Peak Results
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8276, 2.20GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8256, 3.80GHz)",Yes,8,8,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6238M, 2.10GHz)",Yes,44,44,2
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6240, 2.60GHz)",Yes,72,72,4
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6240L, 2.60GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6254, 3.10GHz)",Yes,72,72,4
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8276L, 2.20GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6230N, 2.30GHz)",Yes,40,40,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8260, 2.40GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6240Y, 2.60GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5220, 2.20GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5218B, 2.30GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6238, 2.10GHz)",Yes,44,44,2
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6222V, 1.80GHz)",Yes,80,80,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 5215, 2.50GHz)",Yes,40,40,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8280M, 2.70GHz)",Yes,112,112,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 5222, 3.80GHz)",Yes,16,16,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8268, 2.90GHz)",Yes,96,96,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6262V, 1.90GHz)",Yes,96,96,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8270, 2.70GHz)",Yes,104,104,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6248, 2.50GHz)",Yes,80,80,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6246, 3.30GHz)",Yes,48,48,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6242, 2.80GHz)",Yes,64,64,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6244, 3.60GHz)",Yes,32,32,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6238, 2.10GHz)",Yes,88,88,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6226, 2.70GHz)",Yes,48,48,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6238M, 2.10GHz)",Yes,88,88,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6240Y, 2.60GHz)",Yes,72,72,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8260M, 2.40GHz)",Yes,96,96,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6240L, 2.60GHz)",Yes,72,72,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6238L, 2.10GHz)",Yes,88,88,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 5218, 2.30GHz)",Yes,64,64,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8260Y, 2.40GHz)",Yes,96,96,4
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8260L, 2.40GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8280, 2.70GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 5215M, 2.50GHz)",Yes,40,40,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8280L, 2.70GHz)",Yes,112,112,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8276, 2.20GHz)",Yes,112,112,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8260, 2.40GHz)",Yes,96,96,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6248, 2.50GHz)",Yes,80,80,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8270, 2.70GHz)",Yes,104,104,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8256, 3.80GHz)",Yes,16,16,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6240, 2.60GHz)",Yes,72,72,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6244, 3.60GHz)",Yes,32,32,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6246, 3.30GHz)",Yes,48,48,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8260L, 2.40GHz)",Yes,96,96,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8276L, 2.20GHz)",Yes,112,112,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8280, 2.70GHz)",Yes,112,112,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8260M, 2.40GHz)",Yes,96,96,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6240L, 2.60GHz)",Yes,72,72,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6242, 2.80GHz)",Yes,64,64,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6248, 2.50GHz)",Yes,80,80,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6252, 2.10GHz)",Yes,96,96,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6240M, 2.60GHz)",Yes,72,72,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 5220, 2.20GHz)",Yes,72,72,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8268, 2.90GHz)",Yes,96,96,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6238, 2.10GHz)",Yes,88,88,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6226, 2.70GHz)",Yes,48,48,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 5218, 2.30GHz)",Yes,64,64,4
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8268, 2.90GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6248, 2.50GHz)",Yes,80,80,4
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6242R, 3.10GHz)",Yes,40,40,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5220R, 2.20GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4214R, 2.40GHz)",Yes,24,24,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6246R, 3.40GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6238R, 2.20GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4215R, 3.20GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6226R, 2.90GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6248R, 3.00GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6258R, 2.70GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5218R, 2.10GHz)",Yes,40,40,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Bronze 3206R, 1.90GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4210R, 2.40GHz)",Yes,20,20,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6240R, 2.40GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6230R, 2.10GHz)",Yes,52,52,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6246R, 3.40GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5218R, 2.10GHz)",Yes,40,40,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6240R, 2.40GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6242R, 3.10GHz)",Yes,40,40,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4210R, 2.40GHz)",Yes,20,20,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6248R, 3.00GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5220R, 2.20GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6230R, 2.10GHz)",Yes,52,52,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6238R, 2.20GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4215R, 3.20GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6258R, 2.70GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4214R, 2.40GHz)",Yes,24,24,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6226R, 2.90GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Bronze 3206R, 1.90GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6240R, 2.40GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5220R, 2.20GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4214R, 2.40GHz)",Yes,24,24,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4210R, 2.40GHz)",Yes,20,20,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5218R, 2.10GHz)",Yes,40,40,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6226R, 2.90GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6230R, 2.10GHz)",Yes,52,52,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6246R, 3.40GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6242R, 3.10GHz)",Yes,40,40,2
Cisco Systems,Cisco UCS C245 M6 (AMD EPYC 7763 64-Core Processor),Yes,64,64,1
Cisco Systems,Cisco UCS C245 M6 (AMD EPYC 7763 64-Core Processor),Yes,128,128,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 6346, 3.10GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 6348, 2.60GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Silver 4314, 2.40GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Platinum 8368Q, 2.60GHz)",Yes,76,76,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Silver 4316, 2.30GHz)",Yes,40,40,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 5320, 2.20GHz)",Yes,52,52,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 6346, 3.10GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Platinum 8358P, 2.60GHz)",Yes,64,64,2
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Gold 6336Y, 2.40GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Silver 4310, 2.10GHz)",Yes,24,24,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Silver 4314, 2.40GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 5317, 3.00GHz)",Yes,24,24,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 6336Y, 2.40GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Platinum 8358, 2.60GHz)",Yes,64,64,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Platinum 8368Q, 2.60GHz)",Yes,76,76,2
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Silver 4310, 2.10GHz)",Yes,24,24,2
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Platinum 8352Y, 2.20GHz)",Yes,64,64,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 5318S, 2.10GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Silver 4314, 2.40GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 6342, 2.80GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Silver 4309Y, 2.80GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 5318N, 2.10GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 5318S, 2.10GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 5318Y, 2.10GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 5320T, 2.30GHz)",Yes,40,40,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 6330N, 2.20GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 6338N, 2.20GHz)",Yes,64,64,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 6338T, 2.10GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 6348, 2.60GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Silver 4316, 2.30GHz)",Yes,40,40,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Silver 4310, 2.10GHz)",Yes,24,24,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 5317, 3.00GHz)",Yes,24,24,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Silver 4309Y, 2.80GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 5320, 2.20GHz)",Yes,52,52,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 6326, 2.90GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 6334, 3.60GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Gold 5318Y, 2.10GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Gold 6338, 2.00GHz)",Yes,64,64,2
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Platinum 8351N, 2.40GHz)",Yes,36,36,1
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Platinum 8352S, 2.20GHz)",Yes,64,64,2
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Gold 6338N, 2.20GHz)",Yes,64,64,2
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Silver 4309Y, 2.80GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS C225 M6 (AMD EPYC 7763 64-Core, Processor)",Yes,128,128,2
Cisco Systems,"Cisco UCS C225 M6 (AMD EPYC 7713 64-Core, Processor)",Yes,128,128,2
Cisco Systems,"Cisco UCS C225 M6 (AMD EPYC 7713 64-Core, Processor)",Yes,64,64,1
Cisco Systems,Cisco UCS C225 M6 (AMD EPYC 7413 64-Core Processor),Yes,48,48,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Silver 4310T, 2.30GHz)",Yes,20,20,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 5315Y, 3.20GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 6312U, 2.40GHz)",Yes,24,24,1
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 6314U, 2.30GHz)",Yes,32,32,1
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Platinum 8351N, 2.40GHz)",Yes,36,36,1
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Platinum 8352S, 2.20GHz)",Yes,64,64,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Platinum 8352Y, 2.20GHz)",Yes,64,64,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Platinum 8358P, 2.60GHz)",Yes,64,64,2
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Gold 6330N, 2.20GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Gold 5318S, 2.10GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Silver 4310T, 2.30GHz)",Yes,20,20,2
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Gold 6338T, 2.10GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Gold 5315Y, 3.20GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 5318N, 2.10GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 5320T, 2.30GHz)",Yes,40,40,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Silver 4310T, 2.30GHz)",Yes,20,20,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Platinum 8352Y, 2.20GHz)",Yes,64,64,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Platinum 8352V, 2.10GHz)",Yes,72,72,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 5315Y, 3.20GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Platinum 8352V, 2.10GHz)",Yes,72,72,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 6354, 3.00GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Platinum 8360Y, 2.40GHz)",Yes,72,72,2
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Platinum 8380, 2.30GHz)",Yes,80,80,2
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Platinum 8352V, 2.10GHz)",Yes,72,72,2
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Platinum 8368, 2.40GHz)",Yes,76,76,2
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Platinum 8380, 2.30GHz)",Yes,80,80,2
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Gold 5318N, 2.10GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Gold 5320T, 2.30GHz)",Yes,40,40,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Platinum 8380, 2.30GHz)",Yes,80,80,2
Cisco Systems,Cisco UCS C225 M6 (AMD EPYC 7663 56-Core Processor),Yes,112,112,2
Cisco Systems,Cisco UCS C225 M6 (AMD EPYC 7643 48-Core Processor),Yes,96,96,2
Cisco Systems,Cisco UCS C225 M6 (AMD EPYC 75F3 32-Core Processor),Yes,64,64,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 6314U, 2.30GHz)",Yes,32,32,1
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 6312U, 2.40GHz)",Yes,24,24,1
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 6338, 2.00GHz)",Yes,64,64,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Platinum 8351N, 2.40GHz)",Yes,36,36,1
Cisco Systems,"Cisco UCS C245 M6 (AMD EPYC 7352 24-Core, Processor)",Yes,48,48,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Platinum 8368Q, 2.60GHz)",Yes,76,76,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Platinum 8358, 2.60GHz)",Yes,64,64,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 6354, 3.00GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Platinum 8360Y, 2.40GHz)",Yes,72,72,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Platinum 8352S, 2.20GHz)",Yes,64,64,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Platinum 8358P, 2.60GHz)",Yes,64,64,2
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Platinum 8368, 2.40GHz)",Yes,76,76,2
Cisco Systems,"Cisco UCS X210c M6 (Intel Xeon Silver 4310, 2.10GHz)",Yes,24,24,2
Cisco Systems,"Cisco UCS X210c M6 (Intel Xeon Silver 4314, 2.40GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS X210c M6 (Intel Xeon Silver 4316, 2.30GHz)",Yes,40,40,2
Cisco Systems,"Cisco UCS X210c M6 (Intel Xeon Gold 5320, 2.20GHz)",Yes,52,52,2
Cisco Systems,"Cisco UCS X210c M6 (Intel Xeon Gold 6326, 2.90GHz)",Yes,32,32,2
